StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.578348999023437500e+03 1.579348999023437500e+03 1.578848889875960367e+03 5.393726111985589665e-05 3.913018803798657720e-03 1.810710704136127269e-04 4.034861494514809456e+05 1.867092202760233340e+04 -2.144982851379197098e-04 5.148650374243384028e-06 nan nan nan nan nan nan nan nan -2.528000385701767883e+01 1.609189108527782699e-02 9.170347876961835176e-01
1.580297363281250000e+03 1.581297363281250000e+03 1.580796905052082138e+03 6.684473878117456807e-05 4.708546427227793159e-03 1.974897468654387088e-04 3.357292806779847597e+05 1.408143504182911602e+04 -2.211824579019844750e-04 5.263503351735516469e-06 nan nan nan nan nan nan nan nan 2.152440950522605334e+01 -1.353533614327493903e-02 8.861690691338003356e-01
1.580960571289062500e+03 1.581960571289062500e+03 1.581463882060440710e+03 1.165139637624864081e-03 2.901872601294910176e-02 3.426084319170362696e-03 5.449804658394513535e+04 6.434290145852283786e+03 -1.141088698848107891e-04 9.875255928555196565e-06 nan nan nan nan nan nan nan nan 5.872359051172702848e+00 -3.636157222348300033e-03 3.585414543239239249e-01
1.582257812500000000e+03 1.583257812500000000e+03 1.582757309094500897e+03 5.830350946438184211e-05 2.703255619376096746e-03 1.709117291154988155e-04 5.855004231748518068e+05 3.701791610287404910e+04 -1.247938215639141991e-04 4.778209429118076872e-06 1.582765397505461578e+03 5.830350946438184211e-05 3.928597461332592605e-03 1.709117291154988155e-04 4.028830678337257123e+05 3.193557690689931405e+04 -8.626034025005575498e-05 4.778209429118076872e-06 -1.359764107477954198e+01 8.672827374147443202e-03 8.220875589651216453e-01
1.584199218750000000e+03 1.585199218750000000e+03 1.584181280101896846e+03 6.164939135502402884e-02 9.437697270152961559e-01 2.453729866208105848e-01 1.678567594143885117e+03 4.364148760486282299e+02 -2.038999300306259740e-02 1.405242273123284702e-02 nan nan nan nan nan nan nan nan 4.283369696744706800e+01 -2.708817753922507926e-02 4.031143920179276474e-01
1.586188476562500000e+03 1.587188476562500000e+03 1.586688080079146403e+03 6.139602847791755390e-05 3.031330767513840292e-03 1.586035162403687303e-04 5.234295435797907994e+05 2.738657457165462620e+04 -2.646414115557676854e-04 8.599550495478446027e-06 nan nan nan nan nan nan nan nan -2.149428152746736842e+01 1.363145789579845585e-02 8.328881799744245473e-01
1.588144775390625000e+03 1.589144775390625000e+03 1.588644782906535283e+03 1.277570889582468189e-04 8.268870375662935868e-03 3.710905583928244644e-04 1.921235562698211579e+05 8.622125458216742118e+03 -3.493018209038691816e-04 9.143595940342389453e-06 nan nan nan nan nan nan nan nan 2.174140759704160786e+01 -1.360900411610794190e-02 8.431305719365060902e-01
1.590131103515625000e+03 1.591131103515625000e+03 1.590631178936592960e+03 6.323905329279298488e-05 4.413053553670578250e-03 2.157896075539941512e-04 3.604377693566799862e+05 1.762469542941483815e+04 -2.498802924804839100e-04 6.325751913436323624e-06 nan nan nan nan nan nan nan nan -7.714829275246394502e+00 4.929988880286707842e-03 8.402376403684364004e-01
1.592103515625000000e+03 1.593103515625000000e+03 1.592619525670699659e+03 1.720262461637545102e-04 2.794784113494506138e-03 4.501916396002372074e-04 5.698542216483907541e+05 9.179371141346944205e+04 -3.093345664063875750e-05 3.586670846853842900e-06 1.592603050544897997e+03 1.720262461637545102e-04 4.883937111845182075e-03 4.501916396002372074e-04 3.260899995379347820e+05 2.038672665132292968e+04 -2.771135196346448306e-04 3.586670846853842900e-06 8.735711977557158656e-03 7.048134556266685174e-05 7.982397763650793676e-01
1.594074829101562500e+03 1.595074829101562500e+03 1.594574420653175821e+03 7.888994497631073965e-05 4.671423787336867646e-03 2.167816835693368058e-04 3.413465558350095525e+05 1.584049840546267114e+04 -1.764009865158629013e-04 5.124069422161052335e-06 1.594597064837135576e+03 7.888994497631073965e-05 3.080427493137055661e-03 2.167816835693368058e-04 5.176544711374539183e+05 3.426092674498024280e+04 -8.988571832010554307e-05 5.124069422161052335e-06 5.147774192364757084e+00 -3.145949184122290646e-03 7.996470177363641518e-01
